t_index	term	df
1653	canberra	1
1654	cancel	45
1655	cancer	63
1656	candid	260
1657	candidaci	17
1658	candiotti	4
1659	candl	3
1660	candlelight	4
1661	cando	2
1662	candor	2
1663	cane	2
1664	canist	2
1665	cannaday	3
1666	cannistraro	10
1667	cannon	4
1668	canon	1
1669	canopi	2
1670	canton	1
1671	cantwel	4
1672	canva	3
1673	canvass	3
1674	cap	19
1675	capabl	34
1676	capac	17
1677	cape	2
1678	capit	226
1679	capitalist	2
1680	capitol	42
1681	capitul	1
1682	capp	1
1683	capriati	146
1684	capsul	2
1685	capt	34
1686	captain	44
1687	captiv	6
1688	captor	4
1689	captur	84
1690	car	134
1691	caraca	3
1692	carat	1
1693	caravan	3
1694	carbomb	1
1695	carbon	2
1696	card	35
1697	cardboard	1
1698	cardiopulmonari	1
1699	care	97
1700	career	58
1701	careerend	1
1702	careerhigh	1
1703	carefullypreserv	1
1704	caretak	5
1705	carey	1
1706	cargo	14
1707	caribbean	2
1708	carin	1
1709	cario	1
1710	carjack	4
1711	carl	5
1712	carlo	31
1713	carlson	1
1714	carlton	1
1715	carman	1
1716	carmelo	2
1717	carmen	4
1718	carmodi	4
1719	carnahan	405
1720	carnahand	1
1721	carnivallik	1
1722	carol	7
1723	carolina	11
1724	carpent	12
1725	carper	16
1726	carpet	3
1727	carpetbagg	2
1728	carr	1
1729	carri	245
1730	carrier	27
1731	carrol	2
1732	carrot	2
1733	carsiz	1
1734	carson	5
1735	cart	1
1736	carter	10
1737	carthag	2
1738	carv	9
1739	carver	1
1740	case	301
1741	casebycas	1
1742	casetch	1
1743	cash	23
1744	cashier	1
1745	cashstrap	3
1746	casino	1
1747	casket	23
1748	cast	61
1749	castellano	2
1750	castiel	2
1751	castil	2
1752	castleburi	9
1753	castro	15
1754	casual	2
1755	casualti	24
1756	cat	2
1757	cataclysm	1
1758	catalyst	1
1759	catastroph	13
1760	catcal	1
1761	catch	16
1762	catchup	1
1763	cate	4
1764	categor	1
1765	categori	1
1766	caterpillar	3
1767	cathedr	1
1768	catherin	7
1769	cathi	1
1770	cathol	7
1771	cattl	4
1772	caucasian	2
1773	caught	50
1774	caution	19
1775	cautiou	20
1776	cautious	2
1777	cave	3
1778	cavern	1
1779	cavort	1
1780	cawl	3
1781	cayman	3
1782	cb	5
1783	cbsnew	1
1784	cbss	1
1785	cd	3
1786	ceas	7
1787	ceasefir	11
1788	ceaselessli	2
1789	ceausescu	1
1790	cecil	1
1791	cedar	3
1792	cede	3
1793	cedomir	1
1794	cedric	6
1795	ceil	2
1796	celebr	99
1797	celebrateor	1
1798	celera	1
1799	celest	1
1800	cell	30
1801	cellblock	1
1802	cellphon	2
1803	cellular	10
1804	cement	8
1805	cementreinforc	1
1806	cemeteri	10
1807	censor	2
1808	censorship	2
1809	cent	1
1810	center	195
1811	centercourt	4
1812	centerleft	1
1813	centerpiec	2
1814	centigrad	1
1815	centimet	2
1816	central	93
1817	centrist	8
1818	centuri	28
1819	ceo	1
1820	ceremoni	62
1821	cerf	9
1822	cerna	3
1823	certain	41
1824	certainli	72
1825	certainti	4
1826	certif	3
1827	certifi	3
1828	cesar	2
1829	cessat	1
1830	cessna	8
1831	cetera	1
1832	cetinj	1
1833	cha	1
1834	chad	2
1835	chadwick	2
1836	chafe	3
1837	chagrin	1
1838	chain	14
1839	chair	19
1840	chairman	70
1841	chairmen	3
1842	chalk	2
1843	challeng	108
1844	chamber	18
1845	chamberlain	2
1846	chameleon	1
1847	champ	11
1848	champion	115
1849	championship	7
1850	chanc	117
1851	chancellor	5
1852	chanda	3
1853	chandeli	2
1854	chandler	19
1855	chandrika	1
1856	chang	185
1857	changeov	9
1858	channel	20
1859	chant	39
1860	chao	41
1861	chaotic	8
1862	chap	2
1863	chapel	5
1864	chaplain	15
1865	chaplin	1
1866	chappaqua	11
1867	chapter	12
1868	char	3
1869	charact	17
1870	character	7
1871	characterist	5
1872	charad	1
1873	charg	299
1874	charisma	2
1875	charit	7
1876	chariti	6
1877	charl	27
1878	charleston	3
1879	charlestown	1
1880	charli	2
1881	charlott	2
1882	chart	2
1883	charter	9
1884	chase	22
1885	chasm	2
1886	chat	5
1887	chattanooga	1
1888	chatti	1
1889	chau	2
1890	chauffeur	1
1891	chavez	10
1892	cheap	1
1893	cheat	11
1894	chebeck	14
1895	chechnya	9
1896	check	51
1897	checker	1
1898	checkpoint	2
1899	checkup	3
1900	cheek	1
1901	cheer	43
1902	cheerlead	2
1903	chees	1
1904	chef	2
1905	chela	12
1906	chell	1
1907	chelsea	18
1908	chemic	9
1909	chemistri	3
1910	chemotherapi	1
1911	cheney	47
1912	cheri	20
1913	cherish	2
1914	chernomyrdin	2
1915	cheroke	4
1916	cheron	3
1917	cherri	2
1918	chesapeak	1
1919	chest	8
1920	chetna	1
1921	chetsov	1
1922	chew	1
1923	chi	37
1924	chic	1
1925	chicago	6
1926	chicken	2
1927	chide	1
1928	chief	269
1929	chiefli	3
1930	child	56
1931	childhood	4
1932	children	103
1933	chile	9
1934	chill	15
1935	chilli	5
1936	chillicoth	2
1937	china	58
1938	chinayugoslavia	2
1939	chines	13
1940	chineseamerican	2
1941	ching	1
1942	chink	1
1943	chino	2
1944	chip	8
1945	chirac	10
1946	chisel	1
1947	chizhov	1
1948	chizov	1
1949	chladkova	3
1950	chlorin	4
1951	chocol	1
1952	choi	1
1953	choic	52
1954	chok	1
1955	choke	7
1956	cholera	1
1957	chomp	1
1958	chon	1
1959	choos	19
1960	chopper	1
1961	chopstick	1
1962	choreograph	1
1963	chorichech	2
1964	choru	1
1965	chose	13
1966	chosen	14
1967	chouchescu	2
1968	chow	1
1969	chri	37
1970	chrisdorton	2
1971	christen	4
1972	christi	4
1973	christian	38
1974	christina	3
1975	christma	68
1976	christmasev	1
1977	christoph	21
1978	chronic	2
1979	chronicl	2
1980	chrysanthemum	1
1981	chu	1
1982	chubbi	2
1983	chuck	10
1984	chuckl	2
1985	chudakova	3
1986	chunk	4
1987	church	79
1988	churchvil	1
1989	cia	36
1990	cienfuego	1
1991	cigarett	2
1992	cinder	1
1993	cinderblock	3
1994	cinema	2
1995	circl	19
1996	circu	3
1997	circuit	8
1998	circul	8
1999	circumst	37
2000	circumstanti	2
2001	circumv	3
2002	cisnero	14
2003	ciss	1
2004	citadel	1
2005	citat	2
2006	cite	38
2007	citi	375
2008	citiestown	3
2009	citizen	90
2010	citizenri	2
2011	citizenship	14
2012	citywid	1
2013	civic	5
2014	civil	82
2015	civilian	66
2016	cj	1
2017	clad	1
2018	claiborn	2
2019	claim	190
2020	clair	9
2021	clamber	5
2022	clamor	3
2023	clandestin	2
2024	clap	1
2025	clarenc	1
2026	clarifi	3
2027	clariti	1
2028	clark	95
2029	clarkston	1
2030	clash	77
2031	clasp	1
2032	class	44
2033	classic	7
2034	classifi	45
2035	classmat	2
2036	classroom	2
2037	clavet	1
2038	claw	6
2039	clay	5
2040	claycourt	1
2041	clean	25
2042	cleanair	1
2043	cleanli	1
2044	cleans	8
2045	clear	247
2046	clearanc	6
2047	clearer	4
2048	clearest	1
2049	clearli	64
2050	cleavag	1
2051	cleaver	2
2052	clemenc	62
2053	clement	85
2054	clergi	2
2055	cleric	5
2056	clerk	9
2057	cleveland	2
2058	clever	4
2059	cleverli	1
2060	click	2
2061	client	17
2062	cliffhang	1
2063	clifford	2
2064	clijster	15
2065	climact	1
2066	climat	3
2067	climatecontrol	1
2068	climax	4
2069	climb	23
2070	clime	1
2071	clinch	2
2072	cling	8
2073	clinic	8
2074	clink	1
2075	clinton	1241
2076	clintonesqu	1
2077	clintongor	1
2078	clintonit	1
2079	clintonlazio	2
2080	clip	3
2081	clister	1
2082	cloak	1
2083	clock	9
2084	clod	1
2085	clodfelt	5
2086	clog	1
2087	cloister	1
2088	cloner	1
2089	closabl	1
2090	close	371
2091	closeddoor	7
2092	closeknit	1
2093	closemouth	1
2094	closer	30
2095	closest	35
2096	closet	1
2097	closeup	1
2098	closhg	1
2099	closur	7
2100	cloth	49
2101	cloud	22
2102	cloudless	1
2103	clout	4
2104	clown	1
2105	clton	1
2106	club	17
2107	clue	31
2108	clump	1
2109	clumsi	1
2110	clung	2
2111	cluster	4
2112	clutch	4
2113	clyde	1
2114	cmc	1
2115	cmdr	38
2116	cnn	57
2117	coach	17
2118	coachlight	13
2119	coal	49
2120	coalfir	1
2121	coalit	70
2122	coalitionbuild	1
2123	coalmin	1
2124	coast	274
2125	coastal	11
2126	coastlin	12
2127	coat	9
2128	coauthor	1
2129	coax	3
2130	cobar	1
2131	coburn	8
2132	coca	2
2133	cocain	8
2134	cochran	7
2135	cochranvil	1
2136	cock	6
2137	cocker	1
2138	cocktail	3
2139	coco	2
2140	cocoa	16
2141	cocodi	3
2142	code	10
2143	codefend	1
2144	codi	5
2145	codirector	1
2146	coercion	1
2147	coetzer	39
2148	coetzerhingi	2
2149	coexist	1
2150	coey	1
2151	coffe	37
2152	coffeepick	1
2153	coffeerel	1
2154	coffer	2
2155	coffield	1
2156	coffin	21
2157	cognac	1
2158	cohen	147
2159	coher	1
2160	cohes	3
2161	cohort	1
2162	coil	2
2163	coin	4
2164	coincid	6
2165	coincident	1
2166	cojustic	1
2167	coker	1
2168	coki	2
2169	col	20
2170	cold	50
2171	coldblood	1
2172	cole	1069
2173	coleman	1
2174	coler	8
2175	colin	8
2176	colina	78
2177	collabor	3
2178	collag	1
2179	collaps	138
2180	collarpin	1
2181	collat	2
2182	colleagu	25
2183	collect	36
2184	collector	5
2185	colleg	37
2186	collegeag	1
2187	coller	4
2188	collid	7
2189	collin	2
2190	collis	36
2191	collus	1
2192	colo	9
2193	colobora	1
2194	colombia	14
2195	colombian	3
2196	colon	4
2197	coloni	24
2198	colonna	1
2199	color	14
2200	colorado	63
2201	columbia	18
2202	columbin	2
2203	column	8
2204	columnist	1
2205	comasagua	5
2206	comb	10
2207	combat	25
2208	combin	23
2209	combrat	1
2210	comeback	19
2211	comedian	1
2212	comefrombehind	1
2213	comen	1
2214	comfort	28
2215	comic	1
2216	command	241
2217	commando	5
2218	commemor	7
2219	commenc	1
2220	commend	3
2221	comment	93
2222	commentari	5
2223	commerc	10
2224	commerci	40
2225	comminut	1
2226	commiss	189
2227	commissari	2
2228	commission	15
2229	commit	110
2230	committe	125
2231	commod	11
2232	common	38
2233	commonli	5
2234	commonsens	3
2235	commot	1
2236	commun	148
2237	communiqu	5
2238	communist	107
2239	communistrul	1
2240	communistrun	1
2241	communistturnedsocialist	1
2242	commut	48
2243	compact	1
2244	compani	100
2245	companion	4
2246	companionship	4
2247	compar	31
2248	comparison	9
2249	compart	110
2250	compass	6
2251	compassion	4
2252	compel	10
2253	compens	5
2254	compensatori	1
2255	compet	16
2256	competit	26
2257	competitor	2
2258	compil	5
2259	complac	4
2260	complain	40
2261	complaint	23
2262	complement	2
2263	complet	114
2264	complex	46
2265	compli	6
2266	complianc	3
2267	complic	32
2268	compliment	5
2269	compos	1
2270	composit	4
2271	composur	6
2272	compound	32
2273	comprehend	1
2274	comprehens	5
2275	compress	1
2276	compris	3
2277	compromis	17
2278	compuls	1
2279	computerlink	1
2280	comrad	7
2281	conceal	10
2282	conced	63
2283	conceiv	9
2284	concentr	22
2285	concept	8
2286	concern	133
2287	concert	8
2288	concess	18
2289	conchita	3
2290	concili	2
2291	conciliatori	3
2292	conclud	60
2293	conclus	40
2294	concret	60
2295	concur	1
2296	concuss	1
2297	condemn	30
2298	condit	183
2299	condol	15
2300	condoleezza	1
2301	condon	2
2302	conduct	65
2303	conduit	1
2304	confer	75
2305	confess	16
2306	confetti	7
2307	confettilik	1
2308	confettis	1
2309	confid	70
2310	confidenti	1
2311	configur	1
2312	confin	6
2313	confirm	141
2314	confisc	1
2315	conflict	64
2316	conform	1
2317	confound	2
2318	confront	44
2319	confus	23
2320	cong	1
2321	congeni	1
2322	congest	5
2323	congo	2
2324	congratul	39
2325	congreg	1
2326	congress	253
2327	congression	46
2328	congressman	59
2329	congressmen	1
2330	congresswoman	2
2331	conjunct	2
2332	conn	1
2333	connal	31
2334	connect	77
2335	connecticut	18
2336	connelli	2
2337	connett	2
2338	conni	7
2339	conniv	2
2340	connoli	1
2341	connolli	1
2342	connor	1
2343	conquer	1
2344	conqueror	3
2345	conquest	2
2346	conrad	7
2347	conscienc	3
2348	consciou	4
2349	conscious	2
2350	consecut	31
2351	consensu	9
2352	consent	2
2353	consequ	23
2354	consequenti	1
2355	conserv	26
2356	conservat	1
2357	conservationist	1
2358	consid	150
2359	consider	28
2360	consign	1
2361	consist	16
2362	consistu	1
2363	consol	8
2364	consolid	13
2365	consortium	7
2366	conspicu	2
2367	conspir	9
2368	conspiraci	31
2369	constant	13
2370	constantinescu	1
2371	constantli	10
2372	constern	1
2373	constitu	5
2374	constitut	152
2375	constrain	1
2376	constrict	1
2377	construct	48
2378	consul	11
2379	consular	4
2380	consult	25
2381	consum	4
2382	consumpt	1
2383	contact	43
2384	contain	52
2385	contamin	1
2386	contempl	4
2387	contemporari	2
2388	contempt	10
2389	contend	28
2390	content	21
2391	contenti	4
2392	contest	58
2393	context	10
2394	contin	8
2395	continent	1
2396	conting	5
2397	continu	286
2398	contort	1
2399	contract	36
2400	contractor	7
2401	contradict	7
2402	contrari	7
2403	contrast	5
2404	contribut	50
2405	contributor	5
2406	contrit	1
2407	contriv	1
2408	control	280
2409	controversi	45
2410	conven	14
2411	conveni	20
2412	convent	8
2413	converg	14
2414	convers	23
2415	convert	6
2416	convey	3
2417	convict	314
2418	convictsgetaway	1
2419	convinc	30
2420	convincingli	1
2421	convok	1
2422	convoy	19
2423	cooey	1
2424	cook	26
2425	cool	5
2426	cooler	2
2427	coolingoff	3
2428	coon	1
2429	cooper	110
2430	coopt	1
2431	coordin	34
2432	cop	1
2433	cope	10
2434	copi	19
2435	copper	3
2436	coproduct	6
2437	copsstyl	1
2438	cord	1
2439	cordial	3
2440	cordillera	1
2441	cordon	13
2442	core	11
2443	corech	1
2444	coretta	1
2445	corey	2
2446	cori	5
2447	corina	4
2448	corn	2
2449	cornahaim	1
2450	cornaheim	1
2451	cornard	2
2452	corner	41
2453	cornerston	1
2454	cornett	4
2455	corni	1
2456	cornwal	1
2457	corollari	1
2458	coron	2
2459	corp	21
2460	corpor	16
2461	corps	21
2462	corpu	1
2463	corral	1
2464	correct	29
2465	correctli	5
2466	correl	4
2467	correspond	26
2468	corridor	2
2469	corros	3
2470	corrug	1
2471	corrugatediron	1
2472	corrupt	128
2473	corzin	25
2474	cosbi	1
2475	cosic	1
2476	cosmeniov	1
2477	cosminov	4
2478	cost	49
2479	costa	6
2480	costello	1
2481	costelow	1
2482	costli	6
2483	costliest	3
2484	cot	4
2485	coteri	1
2486	cotibua	1
2487	coton	2
2488	cotton	7
2489	couch	2
2490	coue	1
2491	couldv	1
2492	coulibali	13
2493	council	66
2494	councilman	1
2495	counsel	30
2496	counselor	2
2497	count	110
2498	counter	19
2499	counterattack	6
2500	counterintellig	4
2501	counternarcot	2
2502	counterpart	5
2503	counterpunch	2
2504	counterrevolutionari	1
2505	counterterror	14
2506	counti	48
2507	countless	1
2508	countri	852
2509	countryman	7
2510	countrymen	8
2511	countrysid	17
2512	countryspan	1
2513	coup	77
2514	coupdetour	1
2515	coupl	50
2516	courag	13
2517	courier	4
2518	cours	73
2519	court	396
2520	courtappoint	3
2521	courtesi	1
2522	courthous	4
2523	courtland	1
2524	courtroom	7
2525	courtsid	2
2526	courtyard	6
2527	cousin	5
2528	coustunitza	1
2529	coven	1
2530	cover	78
2531	coverag	22
2532	coverdel	5
2533	coverup	1
2534	covic	3
2535	cow	7
2536	coward	2
2537	cowardli	16
2538	cowboy	3
2539	cower	3
2540	cowl	1
2541	cpn	2
2542	crabbi	1
2543	crack	40
2544	crackdown	10
2545	crackl	2
2546	cradl	1
2547	craft	30
2548	crafti	2
2549	cragey	3
2550	craggi	2
2551	craig	13
2552	cram	3
2553	cramp	9
2554	crane	26
2555	cranni	1
2556	crap	1
2557	crash	137
2558	crater	6
2559	crave	2
2560	crawl	11
2561	crazi	7
2562	creak	1
2563	creaki	2
2564	cream	3
2565	creasingli	1
2566	creat	55
2567	creation	5
2568	creativ	2
2569	creator	1
2570	credenc	2
2571	credenti	16
2572	credibl	55
2573	credit	22
2574	creditor	4
2575	cree	1
2576	creed	2
2577	creek	1
2578	creep	5
2579	creepi	1
2580	cremat	4
2581	crematoria	1
2582	crematorium	2
2583	crept	6
2584	crescent	1
2585	crest	2
2586	crestfallen	1
2587	crevic	1
2588	crew	268
2589	crewman	4
2590	crewmemb	7
2591	crewmen	17
2592	crime	122
2593	crimefight	1
2594	crimin	167
2595	criminolog	1
2596	crippl	41
2597	crise	17
2598	crisi	72
2599	crisp	3
2600	cristo	1
2601	criteria	2
2602	critic	173
2603	croat	5
2604	croatia	15
2605	croatian	2
2606	croifl	1
2607	croni	21
2608	crook	7
2609	crop	3
2610	crosbi	7
2611	crosscourt	7
2612	crossfir	1
2613	crossleg	2
2614	crouch	20
2615	crous	3
2616	crow	1
2617	crowbar	6
2618	crowd	170
2619	crowdpleas	2
2620	crowley	16
2621	crown	10
2622	crucial	23
2623	crucifi	1
2624	crude	1
2625	crue	1
2626	cruel	3
2627	cruelti	3
2628	cruis	17
2629	cruiser	3
2630	cruman	1
2631	crumbl	22
2632	crumpl	3
2633	crusad	4
2634	crush	23
2635	crust	1
2636	crutch	6
2637	cruz	1
2638	crwrc	1
2639	cryptic	1
2640	crystal	2
2641	cs	1
2642	cuba	20
2643	cuban	5
2644	cubanamerican	2
2645	cue	1
2646	cuellar	15
2647	culdesac	1
2648	culmin	8
2649	culpabl	1
2650	culprit	9
2651	cultiv	2
2652	cultur	13
2653	cummin	3
2654	cun	5
2655	cuomo	3
2656	cup	18
2657	cupboard	1
2658	curb	5
2659	curdl	1
2660	cure	1
2661	curfew	13
2662	curios	2
2663	curiou	9
2664	currenc	2
2665	current	62
2666	curriculum	5
2667	curs	4
2668	cursori	1
2669	curt	2
2670	curtail	4
2671	curtain	3
2672	curti	3
2673	curv	3
2674	cush	2
2675	cusp	1
2676	cussin	4
2677	custodi	26
2678	custodian	3
2679	custom	10
2680	customari	2
2681	cut	160
2682	cutback	1
2683	cutigua	1
2684	cutter	7
2685	cw	1
2686	cybercaf	1
2687	cybernet	2
2688	cycl	3
2689	cyclon	1
2690	cylind	1
2691	cylindr	1
2692	cynic	9
2693	cypru	2
2694	cyr	1
2695	czarist	1
2696	czaristera	1
2697	czech	16
2698	czechoslovakian	2
2699	da	3
2700	dad	13
2701	dada	1
2702	dadiv	4
2703	daejung	5
2704	daewoo	5
2705	dagestan	3
2706	dagger	3
2707	daili	36
2708	daja	2
2709	dakota	22
2710	dakotan	1
2711	dakouri	1
2712	dalal	20
2713	dale	2
2714	daley	11
2715	dalla	44
2716	dallasarea	5
2717	dallasbas	2
2718	dallasfort	2
2719	dalworthington	1
2720	dam	1
2721	damag	266
2722	damascu	2
2723	dame	1
2724	damir	5
2725	dammaj	13
2726	damor	2
2727	damp	1
2728	dampen	2
2729	dan	18
2730	dana	2
2731	danah	9
2732	danburi	2
2733	danc	14
2734	dancer	3
2735	dandelion	1
2736	dane	1
2737	danewich	1
2738	danforth	3
2739	danger	124
2740	dangl	2
2741	daniel	22
2742	daniela	6
2743	daniil	2
2744	danni	1
2745	danzig	9
2746	daoud	1
2747	dapist	2
2748	dar	5
2749	darden	1
2750	dare	17
2751	daren	7
2752	dark	30
2753	darken	3
2754	darkhair	2
2755	darl	1
2756	darn	1
2757	darrel	2
2758	dart	1
2759	darwinian	1
2760	daschl	12
2761	dash	4
2762	dashboard	1
2763	data	4
2764	date	30
2765	datelin	12
2766	daughter	66
2767	daughterinlaw	2
2768	daunt	6
2769	dave	21
2770	davenport	117
2771	davi	6
2772	david	72
2773	davidian	2
2774	davidstyl	1
2775	dawn	24
2776	day	800
2777	daybreak	3
2778	daybyday	1
2779	dayeb	1
2780	daylight	4
2781	daytoday	2
2782	dayton	11
2783	daytona	1
2784	daytonhudson	3
2785	daze	4
2786	dazesurvivor	1
2787	dc	16
2788	dcalif	1
2789	dconn	3
2790	dd	16
2791	dday	1
2792	dea	1
2793	deactiv	2
2794	dead	251
2795	deadli	59
2796	deadliest	16
2797	deadlin	14
2798	deadlock	3
2799	deadon	1
2800	deaf	1
2801	deal	145
2802	dealt	6
2803	dean	10
2804	dear	6
2805	dearborn	2
2806	dearli	3
2807	death	312
2808	deathdefi	1
2809	deathrow	1
2810	debar	1
2811	debat	139
2812	debbi	5
2813	deborah	4
2814	debra	2
2815	debri	52
2816	debt	19
2817	debut	1
2818	dec	53
2819	decad	88
2820	decadesold	2
2821	decay	2
2822	deceas	9
2823	deceit	1
2824	decemb	91
2825	decent	2
2826	decentr	3
2827	decept	1
2828	decibel	1
2829	decid	117
2830	decidedli	1
2831	decis	280
2832	decisionmak	2
2833	deck	67
2834	declar	132
2835	declassifi	3
2836	declin	54
2837	decod	2
2838	decompos	1
2839	decor	2
2840	decrat	2
2841	decre	2
2842	decri	3
2843	ded	1
2844	dedic	11
2845	dedinj	7
2846	deem	8
2847	deep	51
2848	deepen	5
2849	deeper	3
2850	deepest	1
2851	deepli	25
2852	deepsea	5
2853	deepseat	2
2854	deepwat	6
2855	defac	1
2856	default	3
2857	defeat	252
2858	defect	3
2859	defenc	4
2860	defend	160
2861	defens	261
2862	defer	2
2863	defi	5
2864	defianc	7
2865	defiant	6
2866	defiantli	2
2867	defici	1
2868	deficit	14
2869	defin	7
2870	definit	41
2871	deflat	1
2872	deflect	5
2873	defoli	1
2874	defolt	3
2875	deforest	14
2876	defraud	3
2877	defunct	1
2878	defus	3
2879	degr	1
2880	degrad	4
2881	degre	34
2882	dehuman	1
2883	dehydr	3
2884	del	11
2885	delawar	35
2886	delay	35
2887	deleg	12
2888	delhi	31
2889	deli	2
2890	deliber	16
2891	delic	7
2892	delici	1
2893	delight	5
2894	deliv	36
2895	deliveri	2
2896	dell	1
2897	delsaut	2
2898	delta	15
2899	delus	2
2900	delv	1
2901	demaci	1
2902	demagogu	2
2903	demand	98
2904	demarc	1
2905	demean	1
2906	demeanor	2
2907	dementieva	7
2908	demick	1
2909	demilitar	1
2910	demis	6
2911	democraci	106
2912	democrat	626
2913	democratich	1
2914	demograph	1
2915	demolish	5
2916	demolit	9
2917	demon	4
2918	demonstr	154
2919	demot	2
2920	demur	1
2921	demystifi	1
2922	dengu	1
2923	deni	111
2924	denial	5
2925	denigr	1
2926	denis	23
2927	denisa	3
2928	denn	1
2929	denni	8
2930	denomin	1
2931	denounc	16
2932	dens	6
2933	dent	2
2934	dental	1
2935	denver	25
2936	depart	300
2937	departur	21
2938	depend	42
2939	depict	1
2940	deplan	1
2941	deplet	2
2942	deplor	3
2943	deploy	25
2944	deport	3
2945	deportieren	1
2946	depos	7
2947	deposit	4
2948	depot	4
2949	depress	4
2950	depriv	1
2951	depth	19
2952	deputi	50
2953	dequia	4
2954	derail	1
2955	derelict	1
2956	deriv	3
2957	desai	2
2958	descend	18
2959	descent	9
2960	descript	9
2961	desegreg	1
2962	desert	42
2963	desertstyl	3
2964	deserv	15
2965	deservedli	2
2966	design	44
2967	designe	1
2968	desir	16
2969	desirepaulin	1
2970	desist	3
2971	desk	8
2972	desol	1
2973	despair	7
2974	desper	44
2975	despic	12
2976	despis	3
2977	despit	131
2978	despot	1
2979	destabil	4
2980	destin	10
2981	destini	1
2982	destitut	1
2983	destroy	333
2984	destruct	33
2985	desvid	1
2986	detach	4
2987	detain	39
2988	detaine	2
2989	detat	7
2990	detect	14
2991	detector	1
2992	detent	13
2993	deter	16
2994	deterg	1
2995	deterior	11
2996	determin	120
2997	deterr	2
2998	detest	1
2999	deton	32
3000	detour	4
3001	detritu	1
3002	detroit	4
3003	deuc	12
3004	deutch	31
3005	deutsch	1
3006	devast	72
3007	devastatingli	1
3008	develop	119
3009	deviat	1
3010	devic	18
3011	devilish	1
3012	devis	1
3013	devot	15
3014	devour	2
3015	devoutli	1
3016	dewat	2
3017	dewin	2
3018	dga	2
3019	dhabi	4
3020	dhahran	12
3021	dharan	1
3022	dhingra	1
3023	dhrumal	1
3024	diabak	3
3025	diagnos	5
3026	diagnosi	1
3027	diagnost	1
3028	diagnostico	1
3029	diagram	1
3030	dialect	1
3031	diallo	2
3032	dialo	3
3033	dialogu	9
3034	diamet	3
3035	diamond	5
3036	dian	2
3037	diann	4
3038	diari	2
3039	diarrhea	2
3040	diaz	2
3041	dick	37
3042	dickinson	1
3043	dictablanda	1
3044	dictadura	1
3045	dictat	36
3046	dictatori	3
3047	dictatorship	11
3048	diction	4
3049	dictionari	1
3050	dictment	1
3051	did	490
3052	didnt	173
3053	die	282
3054	diego	6
3055	dienstbier	2
3056	diesel	2
3057	diet	3
3058	differ	156
3059	difficult	100
3060	difficulti	23
3061	diffus	1
3062	dig	67
3063	digest	1
3064	digger	3
3065	digit	2
3066	dignitari	5
3067	digniti	9
3068	dilapid	1
3069	dilemma	4
3070	dilfer	3
3071	dilig	1
3072	dilut	1
3073	dime	1
3074	dimens	2
3075	diminish	5
3076	diminut	1
3077	dimitr	4
3078	dimitri	2
3079	dimmer	1
3080	dina	1
3081	dinar	4
3082	dind	3
3083	dine	8
3084	dinghi	6
3085	dingi	1
3086	dinh	2
3087	dinkic	18
3088	dinner	11
3089	dioulo	1
3090	dip	2
3091	diplomaci	10
3092	diplomat	85
3093	diplospeak	4
3094	dire	1
